source,spot,time,userid,content,star
美团,周庄,2017-02-05 22:24:01,afh855557519,周庄中国第一水乡，太美了，特别是万三蹄太好吃。,5.0
美团,周庄,2017-01-29 21:37:36,芷兰听风1990,很好，取票很快，根本不用排队。虽然双桥门票用不到，但是这个还是很实惠。,5.0
美团,周庄,2016-10-30 19:52:17,匿名用户,各种设施很全，吃饭购物的地方随处都是，卫生间也很多，不会因为找厕所费劲，景区内部还有很多客栈。小镇环境很干净、还带着浓烈的自然古朴气息。感觉工作人员数量不是太多，再就是河水不够清澈,4.0
美团,周庄,2017-02-03 20:47:35,JED300964571,过去买要100元美团便宜，古镇都差不多,5.0
美团,周庄,2017-02-04 15:56:21,Nwh13120008816,景色很美，很喜欢，有时间还会来的。,5.0
美团,周庄,2017-02-05 08:08:38,戭先生,还不错吧，环境优雅，去的人也多。不过还可以理解。,5.0
美团,周庄,2017-01-28 17:22:46,_qqdhc1384433188,"美团换票很方便，
环境卫生。小吃很多，价格过的去。就是里面进去搞不清楚方向。一",5.0
美团,周庄,2017-02-08 14:09:18,dragonqin0109,游玩很开心，团购很合算～取件方便,5.0
美团,周庄,2016-12-04 11:37:17,KtX583144206,小桥流水人家，适合拍照。只可惜是一个人的旅行。,4.0
美团,周庄,2017-02-06 15:40:46,popye5016,环境和风景都可以，就是周末人超多,5.0
美团,周庄,2017-01-29 14:29:37,匿名用户,今天带家人来的，人真的好多好多，到沈厅根本走不动，人挤人。环境还好吧。,4.0
美团,周庄,2017-02-01 12:12:19,瑾雨瑟,这时候去人不多，很安静，坐船还可以听江南小调，安逸~,5.0
美团,周庄,2017-02-02 07:58:32,13852442758,环境不错，服务好，带老婆孩子春节放假开车去的。,5.0
美团,周庄,2017-02-03 18:41:34,欣欣欣欣梅,环境挺好 只是季节没对 略显萧条 不过还是很不错的,5.0
美团,周庄,2017-02-05 18:32:55,密思周,景色宜人，景色秀丽。适合游玩。,5.0
美团,周庄,2017-01-30 21:29:06,与一份安谧,还行吧，春节去人有点拥挤，其他也就古镇的感觉，逛逛还可以,4.0
美团,周庄,2017-01-29 10:45:31,悠悠120,环境不错，小桥流水人家，让人心旷神怡。交通也方便，取票快捷。,5.0
美团,周庄,2017-02-01 12:02:54,mind886,人很多，景点还可以，里面的东西价格还算可以,5.0
美团,周庄,2017-02-07 22:47:43,TFk781023959,服务差呢，娜，哦木你的，哦漏哦嗯呴哦咯,2.0
美团,周庄,2017-02-01 09:01:50,a114554671,商业化气息太浓了，去一个古镇就行千篇一律。去同理吧,1.0
美团,周庄,2017-01-30 07:08:13,匿名用户,总体还不错带家人去的，换票挺方便，就是春节出游人太太多,4.0
美团,周庄,2017-02-04 14:27:40,氯雷他定_,不错哟  感觉人非常的多呢   很棒棒,4.0
美团,周庄,2016-12-02 09:19:19,人生难得是清欢,可惜去的时节不对，即使如此也不妄江南第一水乡的美誉,5.0
美团,周庄,2017-02-04 18:01:48,zhu13773181674,挺好玩的，小孩子们很喜欢，有些挺刺激,5.0
美团,周庄,2017-02-07 12:42:08,nJg181842891,本不错，还会再来的以后有机会还来！,5.0
美团,周庄,2017-01-31 22:26:24,luodiao,不错呢，做了小船150一只，我们刚好六个人，实惠,5.0
美团,周庄,2017-02-03 16:40:41,飞姐0901,江南第一水乡周庄，真的不错。不虚此行,5.0
美团,周庄,2016-12-27 11:36:34,NYv73158003,真的很美啊，不枉此行  一天一夜 刚刚好,5.0
美团,周庄,2017-02-03 12:04:12,匿名用户,看看景致还是不错的 不过100性价比不是很好,3.0
美团,周庄,2017-02-01 11:25:06,V老狼V,好多人，太商业化了！失去古镇的那份安静与祥宁,5.0
美团,周庄,2017-01-20 21:48:58,AIK375921191,很美，烟雨蒙蒙。小桥流水人家。,5.0
美团,周庄,2017-01-30 22:15:09,多多ococ,梦里水乡 一直向往 吃了特色的当地美食 好,5.0
美团,周庄,2017-02-01 20:54:29,匿名用户,不错 过年人很多但是秩序很好排队时间短,5.0
美团,周庄,2017-02-01 15:07:28,匿名用户,真的很棒！一直想去的地方。江南水乡，小桥流水人家,5.0
美团,周庄,2016-12-19 21:11:18,uof200642682,就在周庄景区银子浜检票口，离景区步行2分钟。老板人很好，很热情，去车站接我们 主动提行李。客栈是老板自己家的房子，装修的很好 古香古色，很干净整洁，有种到家的感觉。他家的万三蹄很好吃，还快递了好多回家，住宿很愉快！,5.0
美团,周庄,2017-02-02 22:41:46,iMQ726524238,吃饭比较坑 也比较商业化了没什么特别的了,2.0
美团,周庄,2017-01-30 11:01:01,RBa944641159,小桥流水人家，景美，人有点多！喝着茶听着锡剧，别有一番风味！,4.0
美团,周庄,2017-01-29 14:57:52,wJg375822835,可能我去的时候是淡季，没什么人，也冷清，东西价格贵,3.0
美团,周庄,2017-01-22 18:14:15,FoC819787301,年关去的 人比较少 但是店铺很多没开  路边卖小吃的老太太服务不好 讲话难听,5.0
美团,周庄,2017-01-31 08:50:22,娄扬洋,门票取票后验证，验证完有效期三天，很划算,5.0
美团,周庄,2017-02-01 18:57:06,jiejieting1,周庄是个古镇，还可以，太挤，人太多。,4.0
美团,周庄,2017-01-30 22:01:21,李想的家,一波三折，最终拿到了票！还不错，景点还是挺全的！,5.0
美团,周庄,2016-12-18 20:31:15,zLT288484421,古镇挺好的，今天天气很好，走在石路上晒着太阳很舒服，推荐大家来玩玩,5.0
美团,周庄,2017-02-05 14:29:02,金金915,还可以，孩子的乐园,3.0
美团,周庄,2017-01-28 14:57:10,糖糖in兜兜,去了好几次了。 还是感觉很棒。价格便宜。风景优美,5.0
美团,周庄,2017-02-04 08:29:42,马驼沙,古镇被商业化太严重了,3.0
美团,周庄,2017-02-02 18:30:55,nsg53881596,游船不好玩，其他都不错,5.0
美团,周庄,2017-01-02 10:05:48,yangguohua_1986,环境还可以，就是做生意的太多了,5.0
美团,周庄,2017-02-04 15:58:33,火烈鸟264,挺喜欢的，以后阔以带孩子去玩！,5.0
美团,周庄,2017-02-04 14:15:54,蜗oo牛,还行，商业化太重,5.0
美团,周庄,2017-02-01 22:57:43,jAQ870898876,实惠 蛮不错的旅行 好地方 呵呵 谢谢美团,5.0
美团,周庄,2017-02-03 09:42:00,mwB946149025,一直的愿望终于圆梦啦，来了就不想走,5.0
美团,周庄,2017-01-30 21:57:49,心有林夕52113,取票很方便，就是今天人太多了，压根儿挤不透啊,4.0
美团,周庄,2016-11-20 18:40:37,mzshbah,入口的地方就有工作人员帮忙拍照取票，很好，周庄这是古香古色的地方，没去过的可以去看看,5.0
美团,周庄,2017-02-01 12:05:09,匿名用户,人气太旺，古色古香！,5.0
美团,周庄,2017-01-30 18:32:19,rhj2009,取票必须去正门售票处，服务态度很好！,5.0
美团,周庄,2017-02-01 11:09:36,匿名用户,方便，自动取票，又有优惠，点个👍,5.0
美团,周庄,2017-02-01 15:28:25,尛拓,人实在太多了！都不知道在逛什么😔,4.0
美团,周庄,2017-01-29 15:51:56,散场才拥抱,大年初二天好虽人多但是还热闹 取票超方便,5.0
美团,周庄,2017-01-30 20:45:53,星月随风春暖花开,环境非常好！值得一游！导游讲得很细!孩子有收获！,5.0
美团,周庄,2017-02-01 12:18:34,lJB373146651,设施不错，蛮好玩的，就是太累了，谢谢！,5.0
美团,周庄,2017-02-02 17:18:41,小蝌蚪用户,景点真不咋滴,2.0
美团,周庄,2017-02-04 16:07:12,FPc156761316,订票了很方便,5.0
美团,周庄,2017-01-31 09:41:18,Eah856883917,景点很漂亮，就是人特别多，好拥挤,5.0
美团,周庄,2017-01-31 20:37:48,阿茜169,服务态度不错，但是卫生方面要有所改进,4.0
美团,周庄,2017-01-29 15:24:37,xlx616691543,初一早上来玩的，刚好赶上9:58分打春牛，很有年味的一次旅行！！,5.0
美团,周庄,2017-02-02 14:53:43,TTB25,人太多了，不过值得一去,5.0
美团,周庄,2017-02-01 09:51:04,imv171429866,假日去的，就是人多收费合理,4.0
美团,周庄,2017-01-31 21:31:18,小妖妖的花季,好用，取票方便,5.0
美团,周庄,2017-01-26 09:25:38,kJh612853188,根本都没去取票，直接算我已经使用，也不知道退款流程怎么走,1.0
美团,周庄,2017-01-22 11:00:13,ZHAORONG_,好玩  可是太商业化了  风景很好  可是里面没什么吃的  都是卖东西的  很无趣  ,5.0
美团,周庄,2016-10-14 20:16:46,匿名用户,国庆果然还是不宜出行，人山人海，有点坏了欣赏美景的兴致，还好公共安全方面还是做到了位的，有专门的工作人员维持秩序。找了几处人稍少的地拍了拍照，欣赏了当地盛名的昆曲，品尝了特色的万三面，买了点袜底酥带回与朋友分享，对于国庆旅游来说，已经值了！,4.0
美团,周庄,2017-01-04 18:25:55,Dajor猫瓷,周庄比较大，设施更为完善，但是也没有很热闹，先对来说西塘更热闹些。周庄开商店店家的服务态度是我在这些水乡古镇里遇到的最差的,3.0
美团,周庄,2017-01-31 18:36:54,XHO596728455,整体还可以，就是节日人太多,4.0
美团,周庄,2017-01-31 12:59:12,zyy876900,环境很好、游客很多。古建筑很赞,5.0
美团,周庄,2017-01-31 18:05:23,zhhy0321,比现场购票便宜，取票方便不用排队。,5.0
美团,周庄,2017-01-30 14:27:25,Jenniferlisa,风景好，就是人太多太多了,4.0
美团,周庄,2017-01-26 08:20:49,姚紫轩,已经玩乐好几次了，孩子们很喜欢，以后夏天还会去！,5.0
美团,周庄,2017-01-28 15:35:55,匿名用户,服务热情，方便快捷，风景优美。,5.0
美团,周庄,2017-01-30 09:30:42,ffU541123571,风景如画，美不胜收！！！江南第一庄，名不虚传！！！,5.0
美团,周庄,2017-02-01 18:13:14,bOq556352544,人太多了，商业化了,3.0
美团,周庄,2017-02-01 18:13:31,bOq556352544,人太多商业化,3.0
美团,周庄,2017-01-29 17:53:25,不取用户名可好,走走逛逛散散心还是不错的，晚上可以在酒吧坐坐。,5.0
美团,周庄,2017-01-30 14:26:26,Jenniferlisa,不错，就是人多,4.0
美团,周庄,2017-01-31 12:37:35,chenling520030,很好玩，下次还要去！,5.0
美团,周庄,2016-11-25 11:09:28,匿名用户,去的时候是周四，天气非常晴朗，是个难得的好天气。久闻周庄的名气，作为天下第一古镇没有辜负这个头衔。小桥流水与海天一色融为一体，在阳光的照射下波光粼粼，汇成一道美丽的风景线。也遇到了很多有趣的人，推荐大家去领略周庄的风采。,5.0
美团,周庄,2016-12-02 18:08:54,tang9793,第一次使用 很方便 取票简单 比现场买便宜十二一张 我写这么多是不是有奖励积分？不知道 凑字数 反正去玩了就那样呗 应该差不多了…,5.0
美团,周庄,2017-01-31 16:24:18,KMe227899668,商业气氛太浓,4.0
美团,周庄,2017-01-03 10:13:19,Donald6868,周庄还是那么浓重的商业氛围，到那里就是买东西，而且很贵，已经失去古镇的风格了，以后不会再去周庄了，真的挺没劲的！而且在那，我一张照片也没拍！,4.0
美团,周庄,2017-01-10 13:04:29,微寒166,淡季，商业气息也淡，非常好,5.0
美团,周庄,2016-10-22 23:09:08,近我者_甜,曾经在古镇内生活过2个月！帮朋友看看酒吧！  时隔三年  再次来到熟悉又陌生的地方！  没有了当年的那种感觉，有一种久违.....中秋假期去的，当天下午到  阵雨，（跟同事，主要是带同事是玩）  中秋节当天  天气可以，闷热啊，作为一个资深的金融经纪人，在这里提醒大家，千万别占小便宜在景区里面！  还有著名的万三蹄   市场价35元哦哦，不管大小。看你怎么谈了。哈哈,4.0
美团,周庄,2017-01-27 00:24:22,alicechen39,跟朋友去玩得十分开心,5.0
美团,周庄,2017-01-29 21:57:40,little倩,人很多，一般般吧,5.0
美团,周庄,2017-01-28 10:18:28,蝎and蟹,可惜去的当天天气不好,5.0
美团,周庄,2016-12-02 19:53:57,自在悠然532,周庄，江南六大古镇之一，一个总想着来看一眼的地方，品你的古色古香，宁静致远，在慢，悠，游中近距离感受你的人文，情怀，韵味，婉约……,5.0
美团,周庄,2017-01-27 15:20:43,马丽丽1201,比较实惠的团购,4.0
美团,周庄,2016-12-05 10:57:13,yBY138639115,这个季节去也有不一样的美，沈万三的猪蹄很棒呢！,5.0
美团,周庄,2017-01-26 22:39:42,_qqw8h1359531098,非常喜欢，每次去都有不同的感受。,5.0
美团,周庄,2016-11-27 19:17:44,Alice圈儿,"周庄依旧是之前的周庄，，
还是记忆中的江南水乡，，，
真的挺不错的，
就是这客服的态度啊，，
呵呵……
只能用这两个字来形容了，，
真心态度差，，
我正说找不到地方取票，
这客服说，他们也不知道，
还说什么，他们的公司不在这里，
让我自己找找就能找到了，，，
呵呵",2.0
美团,周庄,2017-01-19 22:14:33,宅死我得了,真的超级划算，83一位，虽然去过很多次！但美团的价格真的是最低的！,5.0
美团,周庄,2017-01-22 15:49:13,xuejian1978,第一次去玩，还不错，家门口的水上乐园,5.0
美团,周庄,2016-11-01 09:16:45,匿名用户,今年十一去的周庄，去年十一去的同里。今年也有个闺蜜去的同里。我只想说，周庄的旅游舒适度实在是太差，基本为0。没地儿下脚，没地儿站没地儿坐。当然十一不管去哪个景区，大概都会是这种体验，而且周庄确实名声在外，慕名而来的人会更多。但是相比之下，我更推荐去同里，舒适度会稍微好一些。另外，如果有时间，也会在非节假日再来一次。,3.0
美团,周庄,2016-11-29 20:35:22,bebe15,非常满意，比景区售票便宜一些。里面的风景也就一般，毕竟江南小镇长得都差不多，万三蹄磅遍地都是，还是值得品尝一下。,5.0
美团,周庄,2017-01-23 12:49:06,淡如v云烟,还可以，江南古镇大体都差不多,4.0
美团,周庄,2017-01-19 07:31:39,小茶叶cha,来的时候刚下雨，感觉烟雨蒙蒙，别有一番韵味，带着一家老小来的,4.0
美团,周庄,2016-08-27 13:20:54,匿名用户,"渔歌摇橹，蕩開吳儂聲軟，水系縱橫交錯三千綿延，舟似烏梅干枝傲然綴點。
        巷弄里抬眼半开半闭的木窗，垂眼濕漉漉的青石板於中間陽光篩下半明半晦的狹長空間共同編織成了一個夢幻的境界。
        每一株垂柳記載著一段歷史，每一塊石板講述著一段故事，凌霄之下阿婆啜著青梅酒追憶曾經的歲月，晨曦里丁香般的姑娘撐著油紙傘款步走過雨巷……
        每走一步都是一片新的天地，左手右手處的風景都不會讓你失望，周莊的特色小吃、手工藝品也是琳瑯滿目。正宗萬三蹄和香米酒更會讓你垂涎三尺大呼過癮！怪屋、貓的天空之城這樣的由古宅而建的特色經典也會讓遊客一飽眼福！
輕輕的我走了，正如我輕輕地來。周莊，我心頭永遠的濃墨重彩……",5.0
美团,周庄,2016-10-18 13:39:08,Nzg727059409,不错的旅游地，票务中心与景点区离的太远，不行30分钟才能到达，人很多，里面吃的并不像其他一些景点那么贵，小桥流水人家，整个景区很大，走的好累呀,4.0
美团,周庄,2017-01-08 11:28:17,王海楠520,非常好的一次团购，还有饭吃，比我之前来的一次划算多了，这次带朋友来的，朋友也很开心，感谢美团,5.0
美团,周庄,2017-01-20 19:39:36,kAK807307147,挺好玩的 适合老年人 节假日最好不要去拥挤,5.0
美团,周庄,2017-01-01 17:15:37,匿名用户,还好，人太多，万三蹄是好吃。。,4.0
美团,周庄,2017-01-08 05:30:04,SsW146270327,吧发布了一个月了。我是个很赞哦。你在我身边我会好好休息一下，在我心里是怎么了？我在你面前你不想说？我是你不会是。你是个什么都，在家窝一个很久没有这样,5.0
美团,周庄,2017-01-13 11:56:05,Syalet,服务是给纸箱王的，的确不错哦，周庄本身也不错，看了周庄就不用看其他古镇了，实话实说。,5.0
美团,周庄,2016-10-08 23:42:18,芒果美咲,出票很快 那天人很多 沈厅那个小巷子 挤满了人 变成单行道了 我就站边上 等人散开 随便四处走走 随着人群 景点都走了一遍 来来回回走十公里左右 照片也拍了很多 每个地方景区里面吃的东西都是贵的  我就看看  玩了几个小时  然后回去吃大餐,5.0
美团,周庄,2017-01-09 21:52:10,AgC945977564,因为新开两年，里面设施还可以，玩的人也多，冲浪刺激，小孩玩的也开心，下次再来,5.0
美团,周庄,2016-11-08 16:54:48,eYF374674110,整体很不错的，就是有些景点竟然在维修不让参观。碰巧遇到了导游，听了沈厅的历史，建议请个导游，要不然自己看不懂。,5.0
美团,周庄,2017-01-01 11:29:28,匿名用户,比较商业化吧，真的是看景不如听景,3.0
美团,周庄,2017-01-02 22:47:37,cfH769000855,取票蛮方便的，就在售票处边上，里面景色还不错，去的时候人也不是很多，只是感觉太商业化了,5.0
美团,周庄,2017-01-18 17:38:01,niu080909,价格比较实惠,5.0
美团,周庄,2016-12-04 13:56:47,何家胜168,每年都陪人到周庄，美团门票很方便，优惠多，取票方便，,5.0
美团,周庄,2016-11-25 23:07:01,夏天阳光明媚,取票还是很方便，但是，过渡的商业化，让这个美丽的水乡已经没有了意境，河水也污浊啦，少了些灵气，如果没看过江南水乡，来看看挺美，如果见过，就没必要来了。,4.0
美团,周庄,2017-01-01 18:18:40,houjane,"怪楼特别有意思，家人玩得很开心。
唯被导游忽悠着去为家人题诗书法，花去将近800银子。😢",3.0
美团,周庄,2017-01-10 17:46:06,吴蓓705,江南水乡大同小异，去过乌镇、同里，感觉都差不多。,3.0
美团,周庄,2016-12-24 10:46:32,yangaidong1314,很好玩，项目也可以，很刺激，特别是大喇叭，我觉得冲浪可以再猛点，那样更好了，服务还好，就是现在停车收费，泳衣里面买贵了,4.0
美团,周庄,2017-01-11 15:54:20,cVh920489365,因为那天有事没去成，有点小遗憾，下次有机会一定去玩玩，,5.0
美团,周庄,2016-12-14 09:27:57,Zhanghui.zh,风景优美，挺不错的，值得游玩。,5.0
美团,周庄,2017-01-11 15:55:23,cVh920489365,因为有事没去成，有点小遗憾，下次有机会一定去玩玩，。。,5.0
美团,周庄,2017-01-08 14:14:59,shendiejun,取票比较方便，比较好找，价格比售票厅便宜,5.0
美团,周庄,2016-12-11 20:30:21,pEi463329281,环境不错，适合一个人走走散散心，湖边夜景很好，晚上走在旁边很有感觉,5.0
美团,周庄,2017-01-11 17:31:18,匿名用户,周庄挺好的，就是猪蹄太难吃了。,5.0
美团,周庄,2017-01-09 18:39:08,SQz535560709,环境还可以就是项目太少希望增加点项目,5.0
美团,周庄,2016-12-19 16:30:02,匿名用户,在有个池塘边，到中午了有人叫我们去他们家吃农家乐！感觉很是上当受骗的感觉！套餐菜又不好吃，吃的米饭、碗筷又收了几十块！大家以后去玩不要上当了！,3.0
美团,周庄,2017-01-07 11:52:39,睿睿牌娃娃枪,风景还可以 小桥流水人家 里面店太多了 破坏感觉😄,5.0
美团,周庄,2016-12-31 21:02:34,tfh13376802793,晚上买的，第二天二维条码一扫就进入，极为方便。周庄宁静，人不多，干净整洁。,5.0
美团,周庄,2017-01-09 11:34:13,Hreinsa美团,很有意思的地方 感觉非常舒服！,5.0
美团,周庄,2017-01-10 13:05:55,微寒166,挺好，人少，走起来很舒服,5.0
美团,周庄,2017-01-10 12:57:55,xjf09203,环境很不错，每年夏天都会去玩！,5.0
美团,周庄,2017-01-01 20:48:14,古月日含东,一点都不好玩，买了门票就是叫你进去买东西，而且里面都是一些破房子。贼无聊。。。,1.0
美团,周庄,2017-01-08 23:29:56,tyoubonn,超级好的旅游胜地，非常推荐，值得一去。,5.0
美团,周庄,2016-10-21 21:51:59,Zdq334921670,江南古镇，确实很不错，小桥流水人家，明朝首府沈万三旧居，就是商业气息有点重，景还是不错的，好评,5.0
美团,周庄,2017-01-06 14:07:51,Douya051122,人挺多的，有些设施也没开，总的来说还行,4.0
美团,周庄,2017-01-05 15:53:27,jll2501,感觉售票员态度有点恶劣，有待加强培训,5.0
美团,周庄,2017-01-05 03:27:11,jYl712268232,还行，不是很大，唯一不足的是服务员态度真心差,2.0
美团,周庄,2017-01-02 11:38:06,qwer1819,感觉古镇风景真心不错   适合家人或者情侣出来一起玩,5.0
美团,周庄,2017-01-03 19:12:48,香香daran,不是很好玩，卫生有待提高，没什么人，不让带手机,4.0
美团,周庄,2016-12-29 08:55:56,lukewd,网上价格还是挺实惠的 周庄古镇游 时隔近20年 一如既往地好玩,5.0
美团,周庄,2017-01-05 19:56:30,罗雷LL,感觉比较刺激，夏天有时间还会去的,3.0
美团,周庄,2016-12-24 16:01:44,芷含妈妈,演出精彩，值得一看。现在各地方的民俗风情表演，都是艺术与生活气息兼备，气息清新，值得欣赏。,5.0
美团,周庄,2016-12-29 13:57:51,冷月安琪,环境优美，十分宁静，感受悠久的水乡，听着特色的小调，惬意的很,5.0
美团,周庄,2016-09-19 16:28:55,eat宝,水乡水乡，从昆山到周庄的路上，路边几乎全是柳树湖泊，在雨雾蒙蒙的天气里实在漂亮极了。到了周庄，反而不觉得周庄美了。客栈老板失信于我，给我的印象更觉差强人意。第二天天气太好，挑了几处漂亮的地方拍了照。总而言之，周庄虽美，却带着小家子气，除了南湖。,4.0
美团,周庄,2017-01-06 22:14:14,三年Rui,挺漂亮的！有小溪有古老的房子！,5.0
美团,周庄,2017-01-03 19:05:27,NSR286205638,不错哦～很好玩，环境也不错，期待下次还能去,5.0
美团,周庄,2017-01-04 17:16:01,uqa906300018,不错，直接电子取票，还可以吃一顿饭,5.0
美团,周庄,2016-12-30 21:40:23,qHF589743955,古镇真心舒服，风景独好。下次还想去，网上购票真的方便。还便宜😊,5.0
美团,周庄,2017-01-03 21:24:30,FUS562095932,不错，便宜了一点！周庄去了很多次,5.0
美团,周庄,2016-11-15 10:36:05,挥霍小青春o,周庄还是保存的比较好的，古韵很浓厚，周庄的门票，去免费成像下，可以玩三天呢，很值得一游，早晨可以看到有老奶奶在河边洗东西，张厅，沈厅，双桥等都是必去之地，怪楼挺好玩的，不过要另付30元门票，万三蹄是必吃的，味道确实不错，肥而不腻，烧的特别入味，逛完花了五个小时左右，基本上每个景点都逛了，不虚此行,5.0
美团,周庄,2016-12-25 19:28:34,希涵520,没有服务可言！景区都是卖东西的，小桥流水也就那样，还没我们桦树好玩呢！,2.0
美团,周庄,2017-01-01 13:49:44,匿名用户,每年都会去好几次，夏天必备避暑旅游景点,5.0
美团,周庄,2016-11-18 12:49:05,robbin1009,典型的江南水乡，小桥流水人家的画面体现的淋漓尽致，景区食宿贵，建议在景区外吃住！,3.0
美团,周庄,2017-01-04 11:39:02,秀9004,不错，👍，已经去了很多次了。,5.0
美团,周庄,2016-10-12 06:41:14,希望927170266,一直想去的地方，“有一种生活叫周庄”，这句广告今天终于实现了，风景优美，只是过于商业化了。,4.0
美团,周庄,2016-11-11 12:47:41,xkH64530695,挺好的，因为不是节假日所以人不多，很悠闲的逛了2圈，用美团就是划算,5.0
美团,周庄,2016-11-30 10:42:16,Queen女子,差不多两三个小时就全部逛完了，套餐挺好吃的。,5.0
美团,周庄,2016-12-28 21:38:50,没有蛀牙YE,出票速度快～淡季人很少，景色不错,5.0
美团,周庄,2016-12-28 11:40:59,x笑1笑007,不错，是个很好的地方，停车也方便，下次还会去的哦。,5.0
美团,周庄,2016-12-21 18:12:06,OgB905789465,还可以，不错啦，大家都玩的挺开心的，不一样的体验，值得一去。建议带着家人赶紧去玩哦，不错呦，别错过啦,5.0
美团,周庄,2017-01-01 18:33:19,Ice_bergs,人不是很多，景点一般，主要就是逛吃逛吃逛吃！,4.0
美团,周庄,2017-01-02 16:08:03,刘哥歌,虽然是第一次来这边玩感觉还挺不错的,5.0
美团,周庄,2016-09-27 11:35:10,rongju829407fan,美丽的风景水乡古镇，去了就爱上了它，就是人太多了两边街道上（水道）这里的人们都非常热情，买了很多小饰品，扇子、项链、手链等等，看着双桥让人留恋忘怀，摇船的船夫轻轻的划动的鲁浆，小船向前轻轻的行驶，啊！我❤️你周庄。,5.0
美团,周庄,2016-12-25 13:55:19,匿名用户,蛮好的 方便，验票也比较快，唯一不好就是不能退票或者改日期。,5.0
美团,周庄,2017-01-01 16:05:06,潇潇20110066,一点都不好玩，门票该这么贵,3.0
美团,周庄,2016-12-30 12:16:54,FGg821890351,"服务还可以，湖水有些混
浊，但小镇真心不错啊！",4.0
美团,周庄,2016-12-31 22:28:05,tianyun52378,带小朋友过来玩的，很不错(⊙o⊙)哦,4.0
美团,周庄,2016-11-18 12:41:46,匿名用户,古镇值得一游，只是景区里食宿太贵，这不节不假都这样，要是节假日那可了不得……,3.0
美团,周庄,2016-12-30 08:40:27,bgI833074739,出票速度很快，网上团购很方便，环境也很好,5.0
美团,周庄,2016-12-22 00:28:48,JTv343252011,周庄真是非常美丽的地方 去的时候下着小雨 人不多 非常美丽 还雨中听了昆区💝,5.0
美团,周庄,2016-12-01 19:55:38,SfV298963251,江南水乡，小桥流水人家，很有味道。,5.0
美团,周庄,2017-01-01 21:21:05,wangqin52071544,坐车不怎么方便啊……下次自己开车去,4.0
美团,周庄,2016-12-30 17:48:50,LAs224408841,环境不错，性价比很高，很能放松心情,5.0
美团,周庄,2016-12-28 16:00:53,Mr.Queen629,非常好玩，就是去的时候有点冷！有点远了,5.0
美团,周庄,2017-01-01 18:20:59,苏州金豆,好多年前去过一次，好像大了很多,5.0
美团,周庄,2016-12-31 22:18:52,只是很爱伱,还可以，就是吃的有点坑😅😅😅😅,5.0
美团,周庄,2017-01-01 08:44:56,匿名用户,周庄还不错啊   很喜欢,5.0
美团,周庄,2016-12-20 08:14:31,gor753370164,还算可以，就是现在很多景点在装修。水不咋滴，意境不错。符合江南水乡的气韵！,5.0
美团,周庄,2016-11-11 04:09:48,匿名用户,感觉很不错，很有意境好玩！虽然是工作日去的但人还是很多！,5.0
美团,周庄,2016-12-26 12:13:07,Happy羽琦,纸箱王不错，很有创意，套餐划算,5.0
美团,周庄,2016-11-22 12:06:56,何以心安c,设施不错，服务也很周到，挺不错的。,4.0
美团,周庄,2016-12-26 15:48:49,小昕很听话,很喜欢的人去的，感觉特别好！很开心,5.0
美团,周庄,2016-11-06 22:31:44,杨子翔tony,周末去的人有点多比较吵，人少安静下还是很安逸舒服的,5.0
美团,周庄,2016-11-12 19:02:02,JL1988729,最美江南，养生之地。值得留恋的地方。,5.0
美团,周庄,2016-12-24 16:05:48,dJB946156832,江南水乡总是能给人一种人文的情怀，都想写首诗了,5.0
美团,周庄,2016-12-28 13:46:31,Fwd615131264,挺好的，设施不错，玩的很尽兴！,5.0
美团,周庄,2016-12-26 19:00:07,芋头小秋,不怎么干净，人又多！带着孩子只能看看的,5.0
美团,周庄,2016-12-23 18:38:56,zeaner,总体玩下来还不错 地方也不是特别大 转一转就差不多了,4.0
美团,周庄,2016-12-24 15:59:43,芷含妈妈,喜欢四季周庄演出，很接地气，不怎么喜欢表演的先生都赞不绝口,5.0
美团,周庄,2016-10-04 10:41:47,匿名用户,设施齐备，就是国庆去的人太多了网上买的套票比实体买的便宜，就是国庆期间要提前一天订票，取票点有点绕,4.0
美团,周庄,2016-12-16 16:49:59,ZbR384365707,去玩的时间比较短，玩的设施不多，但是小朋友很开心，下次还会再去的，主要是昆山近的,5.0
美团,周庄,2016-12-31 12:10:48,gDJ462769513,🚬🚬🚬🚬🚬🚬🚬🚬🚬🚬🚬🚬🚬🚬,5.0
美团,周庄,2016-12-21 22:11:16,石艾文1,就几个项目，玩的不多，人很多，价格还好，挺合理，饭很难吃,4.0
美团,周庄,2016-12-25 14:05:21,weiyilina8,"去的时候人不多，蛮好玩，下次还会考虑在去的
",5.0
美团,周庄,2016-11-07 16:05:13,匿名用户,节假日人太多了！风景很美！很赞！,5.0
美团,周庄,2016-12-26 11:10:57,SDU584320378,孩子说明年夏天还要去，那就一起再去吧,5.0
美团,周庄,2016-12-24 12:39:22,爱你9812,快捷方便，取票速度很快，真心不错,5.0
美团,周庄,2016-12-19 16:32:25,wLs817359802,现在玩的地方，基本上都商业化了！特别是周庄里面一些农家乐好坑人！,3.0
美团,周庄,2016-11-27 11:07:54,谢毛豆,环境不错，就是去散心的，非常不错的,5.0
美团,周庄,2016-12-22 14:05:13,儿宇女予,还好，等二次去了，只是感觉售票大厅那里冷清了不少～～,4.0
美团,周庄,2016-12-26 19:02:13,pxl498664669,我是真的喜欢的人也都可以使用多种颜色,5.0
